A1BG	4.261253658699028
A1CF	5.095042391780406
A2M	5.539871662596874
A2ML1	6.227034038924631
A3GALT2	2.9816064323348526
A4GALT	2.4760175602042125
A4GNT	4.84331572832302
AAAS	3.8960855861975774
AACS	5.043901737923377
AADAC	5.03358562235896
AADACL2	4.532736869473897
AADACL3	5.1002959015462705
AADACL4	4.290582726088209
AADAT	-1.0668391382704936
AAED1	4.196797278762107
AAGAB	2.1675017166388217
AAK1	4.6752232377079235
AAMDC	0.7725909064700299
AAMP	1.5490260103495654
AANAT	1.4365307257245812
AAR2	1.3732952167625578
AARD	4.8171629815844526
AARS	5.574031588112374
AARS2	4.6664416631331385
AARSD1	0.670390127330707
AASDH	5.249347844256076
AASDHPPT	3.2230897103876734
AASS	5.228128901713833
AATF	4.494594513632189
AATK	4.277019451865018
ABAT	5.081292805626867
ABCA1	6.012651714665176
ABCA10	5.957033109633376
ABCA12	6.5712151043401645
ABCA13	6.6388543240972835
ABCA2	3.161981786340898
ABCA3	5.298828602717228
ABCA4	6.406878134861216
ABCA5	6.362151330603299
ABCA6	5.66727761997438
ABCA7	5.792244770433159
ABCA8	6.173835561740658
ABCA9	6.112261924148559
ABCB1	6.224344881185301
ABCB10	4.915688357654728
ABCB11	5.5958464376915416
ABCB4	5.717432569212031
ABCB5	6.029741665263926
ABCB6	5.4029289363091735
ABCB7	4.964389166122788
ABCB8	5.293893304434089
ABCB9	4.317660933488949
ABCC1	5.714975086992694
ABCC10	5.034588456356904
ABCC11	4.776824071788644
ABCC12	5.603359052323414
ABCC2	5.754397928106578
ABCC3	5.156338722620873
ABCC4	5.727150984807621
ABCC5	5.326847335030801
ABCC6	5.375156498841923
ABCC8	5.514062529601574
ABCC9	5.417685201285264
ABCD1	4.821158709025748
ABCD2	5.693649170697198
ABCD3	3.5245947887462528
ABCD4	4.2549389866966
ABCE1	2.955674203245592
ABCF1	2.1602228770904706
ABCF2	4.917460976365317
ABCF3	4.383510553379634
ABCG1	4.287555731312935
